horizon,source,target,weighted_selection_frequency,weighted_sign_stability,weighted_mean_strength,latest_strength,strength_retention,n_contributions,weighted_mean_loss_improvement,contribution_hit_rate,contribution_t_stat,survival_score
10,pw_malacca_strait_capacity_z,audusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_malacca_strait_capacity_z,cnyusd,0.0,,3.586199168905395e-05,0.0,0.0,0,,,,0.0
10,pw_malacca_strait_capacity_z,eurusd,0.0,,9.127624906671702e-05,0.0,0.0,0,,,,0.0
10,pw_malacca_strait_capacity_z,sp500,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_malacca_strait_capacity_z,vix,0.0,,0.01626405010193668,0.008724137350093707,0.5364062023551477,0,,,,0.0
10,pw_malacca_strait_capacity_z,us10y,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_malacca_strait_capacity_z,wti,0.0,,0.004637571699347827,0.02779828198999949,5.994146029895066,0,,,,0.0
10,pw_malacca_strait_capacity_z,henry_hub,0.0,,0.00017304877593911027,0.0,0.0,0,,,,0.0
10,pw_malacca_strait_n_total_z,vix,0.0,,0.00011317358873967692,0.0,0.0,0,,,,0.0
10,pw_panama_canal_capacity_z,brlusd,0.0,,0.004760602037875665,0.00668244416078143,1.4036972861027788,0,,,,0.0
10,pw_panama_canal_capacity_z,eurusd,0.0,,0.001297913319344426,0.0,0.0,0,,,,0.0
10,pw_panama_canal_capacity_z,us2y,0.0,,0.0003594524873478883,0.0,0.0,0,,,,0.0
10,pw_panama_canal_capacity_z,wti,0.0,,3.820792939151233e-05,0.0,0.0,0,,,,0.0
10,pw_panama_canal_capacity_z,brent,0.0,,0.0007332874919630617,0.0,0.0,0,,,,0.0
10,pw_panama_canal_capacity_z,henry_hub,0.0,,6.641827655936588e-05,0.0,0.0,0,,,,0.0
10,pw_panama_canal_n_total_z,krwusd,0.0,,5.845646714129398e-05,0.0,0.0,0,,,,0.0
10,pw_panama_canal_n_total_z,vix,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_strait_of_hormuz_capacity_z,brlusd,0.0,,0.009779268404554316,0.025264576168682676,2.5834832549351727,0,,,,0.0
10,pw_strait_of_hormuz_capacity_z,cnyusd,0.0,,0.00014404543116605046,0.0,0.0,0,,,,0.0
10,pw_strait_of_hormuz_capacity_z,krwusd,0.0,,0.0006291719752874423,0.0,0.0,0,,,,0.0
10,pw_strait_of_hormuz_capacity_z,vix,0.0,,0.004560668792829819,0.009327139607243483,2.0451254039555344,0,,,,0.0
10,pw_strait_of_hormuz_n_total_z,vix,0.0,,0.01490129513142121,0.0489953788352955,3.2879946610803468,0,,,,0.0
10,pw_strait_of_hormuz_n_total_z,us2y,0.0,,0.004319785204626625,0.0,0.0,0,,,,0.0
10,pw_strait_of_hormuz_n_total_z,wti,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_strait_of_hormuz_n_total_z,brent,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_strait_of_hormuz_n_total_z,henry_hub,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_suez_canal_capacity_z,brlusd,0.0,,0.011284943944999267,0.0,0.0,0,,,,0.0
10,pw_suez_canal_capacity_z,krwusd,0.0,,0.00026101934803289084,0.0,0.0,0,,,,0.0
10,pw_suez_canal_capacity_z,us2y,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_suez_canal_capacity_z,brent,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_suez_canal_n_total_z,brlusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_suez_canal_n_total_z,cnyusd,0.0,,7.914369114027377e-05,0.0,0.0,0,,,,0.0
10,pw_suez_canal_n_total_z,krwusd,0.0,,7.370832738513988e-05,0.0,0.0,0,,,,0.0
10,pw_suez_canal_n_total_z,vix,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_suez_canal_n_total_z,us2y,0.0,,0.0013075930584863817,0.0,0.0,0,,,,0.0
10,pw_suez_canal_n_total_z,us10y,0.0,,0.019171097406811062,0.016044382082218863,0.8369047291220091,0,,,,0.0
10,pw_suez_canal_n_total_z,wti,0.0,,0.0035110799439899464,0.0,0.0,0,,,,0.0
